,date,open,high,low,close,adj_close,volume,stock
3019,1962-06-22,0.19824219,0.1982421875,0.1953125,0.1953125,0.0031903884,1536000.0,KO
3020,1962-03-13,0.0,3.497023820877075,3.4672618,3.4672618,0.055198222,105600.0,CVX
3021,1962-05-23,5.43078,5.430779933929443,5.40675,5.41476,1.287127,37900.0,AA
3022,1962-06-01,5.213333,5.2133331298828125,5.1033335,5.133333,0.41618687,2411200.0,IBM
3023,1962-07-02,0.0,3.2738094329833984,3.1845238,3.266369,0.052434262,177600.0,CVX
3024,1962-10-15,0.0,0.15856482088565826,0.15856482,0.15856482,4.4977733e-07,0.0,JNJ
3025,1962-07-11,0.6372696,0.6435296535491943,0.6285056,0.64102566,0.0015471035,1447600.0,GE
3026,1962-08-23,0.0,27.25,27.0625,27.25,0.46390286,600.0,DTE
3027,1962-08-23,0.0,7.5,7.40625,7.46875,1.324954,46400.0,GT
3028,1962-06-27,0.0,7.5625,7.40625,7.5,1.3194566,32000.0,GT
3029,1962-03-21,7.34,7.360000133514404,7.32,7.346667,0.5955394,256000.0,IBM
3030,1962-08-17,20.0,1.091796875,1.0839844,1.0839844,0.010391578,288000.0,PG
3031,1962-07-23,0.0,6.284564971923828,6.133494,6.2543507,0.55663055,50200.0,IP
3032,1962-12-10,0.071396045,0.07139604538679123,0.07014895,0.07014895,0.02706622,350300.0,DIS
3033,1962-12-07,0.0,8.0,7.78125,7.875,1.4082898,29600.0,GT
3034,1962-08-13,5.680753,5.6924662590026855,5.6456146,5.680753,1.3255513,21300.0,ARNC
3035,1962-01-30,0.09290839,0.09384370595216751,0.09228484,0.09353193,0.03575561,661700.0,DIS
3036,1962-10-25,4.872564,5.036544322967529,4.7788606,5.0131183,1.1755819,66100.0,ARNC
3037,1962-06-08,0.0,0.17939814925193787,0.17708333,0.17766203,5.022119e-07,259200.0,JNJ
3038,1962-06-26,0.0,6.405422210693359,6.133494,6.224137,0.55394137,124100.0,IP
3039,1962-06-13,0.06297542,0.06297542154788971,0.059427507,0.059871,0.0033206518,3635900.0,HPQ
3040,1962-03-26,0.0,3.519345283508301,3.4598215,3.4598215,0.05507978,102400.0,CVX
3041,1962-11-13,0.72115386,0.7224058508872986,0.7161458,0.71990186,0.0017503197,1587400.0,GE
3042,1962-08-21,0.08648033,0.08736731112003326,0.08293242,0.08293242,0.0045997193,1155600.0,HPQ
3043,1962-11-07,0.0,9.28125,9.171875,9.25,0.21617088,18400.0,ED
3044,1962-07-10,0.0,1.0625,1.0214844,1.0253906,0.00977526,710400.0,PG
3045,1962-06-18,0.0,6.828421592712402,6.526279,6.767993,0.6023437,100900.0,IP
3046,1962-06-05,0.076723576,0.07672357559204102,0.06696682,0.07095822,0.00393559,4876100.0,HPQ
3047,1962-08-22,0.0,3.452380895614624,3.4151785,3.452381,0.055918373,131200.0,CVX
3048,1962-05-04,0.0,1.26953125,1.2539062,1.265625,0.012065461,224000.0,PG
3049,1962-06-04,0.69547325,0.6954732537269592,0.66049385,0.66255146,0.119662054,1494200.0,BA
3050,1962-11-02,0.0,0.1178385391831398,0.11501736,0.117621526,0.00014910259,2592000.0,MO
3051,1962-03-29,0.0,3.511904716491699,3.4895833,3.4895833,0.05555358,54400.0,CVX
3052,1962-07-05,0.07051473,0.07184519618749619,0.07051473,0.07095822,0.00393559,1662900.0,HPQ
3053,1962-04-17,0.10555035,0.1059938371181488,0.10466337,0.10555035,0.00585419,620000.0,HPQ
3054,1962-11-14,0.0,0.16435185074806213,0.16435185,0.16435185,4.6619238e-07,691200.0,JNJ
3055,1962-12-14,0.0,31.5625,31.375,31.5,0.5411337,1200.0,DTE
3056,1962-12-12,0.0,10.1875,10.046875,10.15625,0.23734972,68800.0,ED
3057,1962-12-12,0.21907552,0.2200520783662796,0.21875,0.22005208,0.0036465353,883200.0,KO
3058,1962-12-27,5.42277,5.522894859313965,5.42277,5.42277,1.3027864,70500.0,AA
3059,1962-06-22,0.0,0.1631944477558136,0.16030093,0.16059028,4.539536e-07,950400.0,JNJ
3060,1962-06-05,4.8,4.986666679382324,4.7066665,4.855,0.3936208,3160000.0,IBM
3061,1962-08-27,0.0,6.556493282318115,6.4960647,6.4960647,0.5838829,48200.0,IP
3062,1962-10-12,0.6623097,0.6623097062110901,0.65604967,0.6598057,0.0016042063,668900.0,GE
3063,1962-06-08,0.069627754,0.07007124274969101,0.06874078,0.069184266,0.0038371987,817300.0,HPQ
3064,1962-08-20,0.68234175,0.6923577785491943,0.6785857,0.68108976,0.0016437976,1547500.0,GE
3065,1962-08-20,0.0,7.53515625,7.46875,7.5,1.3304977,37600.0,GT
3066,1962-06-13,0.0,243.75,238.75,238.75,109.21765,1900.0,NAV
3067,1962-04-25,0.09353193,0.09446725249290466,0.09322016,0.09322016,0.035728846,895200.0,DIS
3068,1962-07-09,4.6,4.673333168029785,4.5466666,4.67,0.37862203,1888000.0,IBM
3069,1962-01-19,0.7161458,0.7224058508872986,0.7161458,0.72240585,0.00171903,1327800.0,GE
